Year,Month,Day,Time,Weekday,Text,Topic,Label2011,10,18,21:53:25,Now all @Apple has to do is get swype on the iphone and it will be crack. Iphone that is',apple,positive
2011,10,18,21:02:20,Hilarious @youtube video - guy does a duet with @apple 's Siri. Pretty much sums up the love affair! http://t.co/8ExbnQjY",apple,positive
2011,10,18,20:40:10,@RIM you made it too easy for me to switch to @Apple iPhone. See ya!',apple,positive
2011,10,18,19:30:39,The 16 strangest things Siri has said so far. I am SOOO glad that @Apple gave Siri a sense of humor! http://t.co/TWAeUDBp via @HappyPlace',apple,positive
2011,10,18,19:22:35,Great up close & personal event @Apple tonight in Regent St store!',apple,positive
2011,10,18,19:07:11,From which companies do you experience the best customer service aside from @zappos and @apple?',apple,positive
2011,10,18,18:35:43,Lmao I think @apple is onto something magical! I am DYING!!! haha. Siri suggested where to find whores and where to hide a body lolol',apple,positive
2011,10,18,18:16:09,RT @PhillipRowntree: Just registered as an @apple developer... Here's hoping I can actually do it... Any help, greatly appreciated!",apple,positive
2011,10,18,18:14:01,Wow. Great deals on refurbed #iPad (first gen) models. RT: Apple offers great deals on refurbished 1st-gen iPads http://t.co/ukWOKBGd @Apple',apple,positive
2011,10,18,18:05:50,Just registered as an @apple developer... Here's hoping I can actually do it... Any help, greatly appreciated!",apple,positive
2011,10,18,18:04:25,\xe4\xbd\xa0\xe5\xa5\xbd ! Currently learning Mandarin for my upcoming trip to Hong Kong. I gotta hand it to @Apple iPhones & their uber useful flashcard apps  \xee\x94\x96\xee\x94\x93',apple,positive
2011,10,18,17:41:43,Come to the dark side \xf0\x9f\x93\xb1\xe2\x80\x9c@gretcheneclark: Hey @apple, if you send me a free iPhone, I will publicly and ceremoniously burn my #BlackBerry.\xe2\x80\x9d',apple,positive
2011,10,18,17:01:58,Thanks to @Apple Covent Garden #GeniusBar for replacing my MacBook keyboard/cracked wristpad during my lunch break today, out of warranty.',apple,positive
2011,10,18,15:56:32,@DailyDealChat @apple Thanks!!',apple,positive
2011,10,18,15:50:05,iPads Replace Bound Playbooks on Some N.F.L. Teams http://t.co/2UXAWKwf @apple @nytimes',apple,positive
2011,10,18,15:41:41,@apple @siri is efffing amazing!!',apple,positive
2011,10,18,15:25:35,RT @TripLingo: We\'re one of a few "Featured Education Apps" on the @Apple **Website** today, sweet! http://t.co/0yWvbe1Z',apple,positive
2011,10,18,15:14:30,We\'re one of a few "Featured Education Apps" on the @Apple **Website** today, sweet! http://t.co/0yWvbe1Z',apple,positive
2011,10,18,15:12:22,We did an unexpected workshop for the #iPhone4S at @apple yesterday and we got an awesome amount of info #notjustaboutthephone @gamerchik16',apple,positive
2011,10,18,15:01:37,---\xc2\xbb RT @Apple No question bro. RT @AintEeenTrippin: Should I get dis iPhone or a EVO 3D?',apple,positive
2011,10,18,14:21:47,@Twitter CEO points to @Apple as 'corporate mentor' as @iOS signups triple http://t.co/GCY8iphN",apple,positive
2011,10,18,13:24:57,At the bus with my iPhone ;) thxx @apple',apple,positive
2011,10,18,13:12:27,@azee1v1 @apple @umber AppStore is well done, so is iTunes on the mobile devices.  I was talking about desktop app.',apple,positive
2011,10,18,11:50:18,NYTimes: Coach Wants to See You. And Bring Your iPad. http://t.co/J2FTiEnG #iPad @apple set red 42 red 42 hut hut @NFL wish I had an #iPad',apple,positive
2011,10,18,11:20:05,@apple @jilive @DanielPink: Apple sells 4 million iPhone 4S units in first weekend ... Steve Jobs brilliance lives on for ever! #iphone #RVA',apple,positive
2011,10,18,07:18:51,@bkad5161 than apologize to @apple ;)',apple,positive
2011,10,18,06:30:27,@Apple downloads of iOS 5 are proving popular with users  -- http://t.co/NSHLfiUX',apple,positive
2011,10,18,06:18:01,Lmfao look at the argument I had with Siri !!@ijustine @apple http://t.co/D4VjL7SI',apple,positive
2011,10,18,05:15:18,Incredible: 4 million iPhone 4Ss in 3 days. 135% better than the iPhone 4 http://t.co/1FMJxTMM @apple #iphone4s',apple,positive
2011,10,18,03:41:23,Well @apple fixed my #ios5 battery drain problem with a replacement iPhone 4 -- it's working like a champ now",apple,positive
2011,10,18,03:15:59,Currently ordering a BRAND NEW MACBOOK PRO!!! Bahhh... my MacBook is 5 years old. I'll miss it. But it's time. cc: @Apple -",apple,positive
2011,10,18,02:06:26,#Siri now knows who my dad, mom, brother and girlfriend is.  Thanks @apple',apple,positive
2011,10,18,02:05:18,Well at least the @apple store has amazing call waiting music! #need4s',apple,positive
2011,10,18,01:50:17,#sweet... #apple replaced my glass #probono. thank you @apple',apple,positive
2011,10,18,01:30:56,Not Bad! @Apple Sells Over 4 Million #IPhones in Debut Weekend - Bloomberg http://t.co/AVSl3ygU - #smartphone #sm RT @VinodRad',apple,positive
2011,10,18,01:18:05,loving new technology from @apple iPhone 4s, mac air and iCloud are unreal #technology',apple,positive
2011,10,18,00:49:03,I'm loving this new IOS5 update :) @apple",apple,positive
